"2020/07/30 16:47:38:327" "DEBUG  " "   Seq Log     " "Reached pos --> x: -88.83067, y: -344.2244, z: -6.378994, pitch: -62.132"
"2020/07/30 16:50:50:688" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:50:50:688" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:50:50:688" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:50:50:688" "DEBUG  " "   Seq Log     " "Place unit from standby to socket 1 done"
"2020/07/30 16:50:50:778" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.02.03,PNB.CELL.B04.HEAD.02,1,0,"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.02.03"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.02.03"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:50:50:778" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:50:50:853" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:50:50:853" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.362, y: -293.6228, z: -6.379011, pitch: -62.13"
"2020/07/30 16:50:50:868" "DEBUG  " "   Seq Log     " "Move XY to buffer 1 place position"
"2020/07/30 16:50:50:868" "DEBUG  " "   Seq Log     " "XY tray place pos: -127.995, -304.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:50:50:868" "DEBUG  " "   Seq Log     " "Final XYZ tray place pos to be moved --> x: -127.995, y: -304.238, z: -16.078"
"2020/07/30 16:50:51:213" "DEBUG  " "   Seq Log     " "Reached pos --> x: -128.7146, y: -304.2263, z: -6.378994, pitch: -62.132"
"2020/07/30 16:50:51:213" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:50:51:213" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9819, pressure -4.59303567613773e-1"
"2020/07/30 16:50:51:213" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3886, pressure -90.7177953428755"
"2020/07/30 16:50:51:213" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9887, pressure 1.09714041566212"
"2020/07/30 16:50:51:213" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9840, pressure 4.10473952452151e-1"
"2020/07/30 16:50:51:243" "DEBUG  " "   Seq Log     " "Pick Head 2 down"
"2020/07/30 16:50:51:438" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.99463, y: -304.2405, z: -15.414282, pitch: -62.133"
"2020/07/30 16:50:51:948" "DEBUG  " "   Seq Log     " "Unit Count : 17593.0"
"2020/07/30 16:50:51:948" "DEBUG  " "   Seq Log     " "Pick Head 2 purge"
"2020/07/30 16:50:52:038" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 2 purge 7.12454603717154kPa"
"2020/07/30 16:50:52:038" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:50:52:248" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.9951, y: -304.2306, z: -6.660891, pitch: -62.1325"
"2020/07/30 16:50:52:248" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 2 purge 8.11639759514145kPa"
"2020/07/30 16:50:52:248" "DEBUG  " "   Seq Log     " "Head 2 purge off"
"2020/07/30 16:50:52:368" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9809, pressure -3.83007293923782e-1"
"2020/07/30 16:50:52:368" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 8713, pressure -17.0766319772942"
"2020/07/30 16:50:52:368" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9887, pressure 8.98770104068149e-1"
"2020/07/30 16:50:52:368" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9841, pressure 1.96844386120176e-1"
"2020/07/30 16:50:52:368" "DEBUG  " "   Seq Log     " "Place unit from standby to buffer lane 1 done"
"2020/07/30 16:50:52:383" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.02.03,PNB.CELL.B04.HEAD.02,1,0,Gang 0 "
"2020/07/30 16:50:52:383" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:50:52:383" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:50:52:383" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.02.03,PNB.CELL.B04.HEAD.02,1,0,Gang 0 "
"2020/07/30 16:50:52:818" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.LANE.01.TRAY.03.03,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.03.03"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.03.03"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:50:52:818" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:50:52:848" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:50:52:863" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.9951, y: -304.2381, z: -6.379006, pitch: -62.1325"
"2020/07/30 16:50:52:863" "DEBUG  " "   Seq Log     " "Arm move to buffer 1 pick position"
"2020/07/30 16:50:52:863" "DEBUG  " "   Seq Log     " "XY tray pick pos: -215.995, -264.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:50:52:863" "DEBUG  " "   Seq Log     " "Final XY tray pick pos to be moved --> x: -215.995, y: -264.238"
"2020/07/30 16:50:53:193" "DEBUG  " "   Seq Log     " "Reached pos --> x: -215.2677, y: -264.2483, z: -6.379011, pitch: -62.133"
"2020/07/30 16:50:53:208" "DEBUG  " "   Seq Log     " "Pick Head 1 down, vacuum ON"
"2020/07/30 16:50:53:208" "DEBUG  " "   Seq Log     " "Move Z to buffer 1 pick position"
"2020/07/30 16:50:54:003" "DEBUG  " "   Seq Log     " "Reached pos --> x: -215.9956, y: -264.2386, z: -19.17802, pitch: -62.1325"
"2020/07/30 16:50:54:003" "DEBUG  " "   Seq Log     " "Unit Count : 17593.0"
"2020/07/30 16:50:54:003" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:50:54:213" "DEBUG  " "   Seq Log     " "Reached pos --> x: -215.9959, y: -264.2389, z: -7.002909, pitch: -62.1325"
"2020/07/30 16:50:54:213" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:50:54:213" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3870, pressure -90.6414990691855"
"2020/07/30 16:50:54:213" "DEBUG  " "   Seq Log     " "Head 2: vacuum on FALSE, analog 9809, pressure -3.06711020233791e-1"
"2020/07/30 16:50:54:213" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9901, pressure 8.37733085116099e-1"
"2020/07/30 16:50:54:213" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9858, pressure 1.81585131382178e-1"
"2020/07/30 16:50:54:228" "DEBUG  " "   Seq Log     " "Pick unit from buffer lane 1 to standby done"
"2020/07/30 16:50:54:228" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.LANE.01.TRAY.03.03,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,Gang 0 "
"2020/07/30 16:50:54:228" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:50:54:243" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:50:54:243" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.LANE.01.TRAY.03.03,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,Gang 0 "
"2020/07/30 16:50:57:243" "DEBUG  " "   Seq Log     " "StartStage >>> Move Y, Z and pitch to socket standby position"
"2020/07/30 16:50:57:258" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:50:57:528" "DEBUG  " "   Seq Log     " "Reached pos --> x: -215.9945, y: -333.2269, z: -6.379011, pitch: -62.131"
"2020/07/30 16:50:57:528" "DEBUG  " "   Seq Log     " "iStageTC: 2"
"2020/07/30 16:50:57:528" "DEBUG  " "   Seq Log     " "Move X to socket standby position"
"2020/07/30 16:50:58:188" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.0003, y: -333.631, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:50:58:188" "DEBUG  " "   Seq Log     " "2, Stage completed"
"2020/07/30 16:50:58:203" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:52:04:083" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.02.SOCKET.A01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.02.SOCKET.A01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:52:04:083" "INFO   " "Cmd from TA[2] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.02.SOCKET.A01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.02.SOCKET.A01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:52:04:083" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:52:04:098" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:52:04:098" "DEBUG  " "   Seq Log     " "sSourceTesterNo_Local: 2"
"2020/07/30 16:52:04:098" "DEBUG  " "   Seq Log     " "TIUnumber: 0"
"2020/07/30 16:52:04:098" "DEBUG  " "   Seq Log     " "TIUnumber is 0"
"2020/07/30 16:52:04:098" "DEBUG  " "   Seq Log     " "Move Y & Z to socket 2 standby position"
"2020/07/30 16:52:04:113" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:52:04:128" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.7161, y: -333.6222, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:52:04:128" "DEBUG  " "   Seq Log     " "Move X to socket 2 standby position"
"2020/07/30 16:52:04:458" "DEBUG  " "   Seq Log     " "Reached pos --> x: -744.5103, y: -333.6105, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:52:04:458" "DEBUG  " "   Seq Log     " "Move XY to socket 2 pick position"
"2020/07/30 16:52:04:458" "DEBUG  " "   Seq Log     " "XY socket pick pos: -743.716, -676.891, XY AO: -8.44668e-2, -1.5829e-2, X pick offset: 0.0"
"2020/07/30 16:52:04:458" "DEBUG  " "   Seq Log     " "Final XYZ socket pick pos to be moved --> x: -743.6315332, y: -676.906829, z: -15.73"
"2020/07/30 16:52:04:908" "DEBUG  " "   Seq Log     " "Reached pos --> x: -743.6283, y: -676.4822, z: -6.379029, pitch: -62.136"
"2020/07/30 16:52:04:908" "DEBUG  " "   Seq Log     " "Move Z to socket 2 pick position & Pick Head 2 down, vacuum ON"
"2020/07/30 16:52:05:643" "DEBUG  " "   Seq Log     " "Reached pos --> x: -743.6321, y: -676.9077, z: -15.730001, pitch: -62.1325"
"2020/07/30 16:52:05:643" "DEBUG  " "   Seq Log     " "Unit Count : 17593.0"
"2020/07/30 16:52:05:658" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick heads up"
"2020/07/30 16:52:05:868" "DEBUG  " "   Seq Log     " "Reached pos --> x: -743.6288, y: -676.9058, z: -6.609942, pitch: -62.132"
"2020/07/30 16:52:05:868" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:52:05:868" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3892, pressure -91.1145359660634"
"2020/07/30 16:52:05:868" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3910, pressure -90.7025360881375"
"2020/07/30 16:52:05:868" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9884, pressure 1.05136265144813"
"2020/07/30 16:52:05:868" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9839, pressure 3.79955442976154e-1"
"2020/07/30 16:52:05:883" "DEBUG  " "   Seq Log     " "Pick unit from socket 2 to standby done"
"2020/07/30 16:52:05:883" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:52:05:898" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:52:05:898" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:52:05:913" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:52:05:928" "DEBUG  " "   Seq Log     " "sDestTesterNo_Local: 2"
"2020/07/30 16:52:05:928" "DEBUG  " "   Seq Log     " "TIUnumber: 2"
"2020/07/30 16:52:05:928" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:52:05:928" "DEBUG  " "   Seq Log     " "Reached pos --> x: -743.6294, y: -676.9058, z: -6.386324, pitch: -62.132"
"2020/07/30 16:52:05:928" "DEBUG  " "   Seq Log     " "Move X to socket 2 standby position"
"2020/07/30 16:52:06:258" "DEBUG  " "   Seq Log     " "Reached pos --> x: -830.8858, y: -676.9146, z: -6.379, pitch: -62.1325"
"2020/07/30 16:52:06:273" "DEBUG  " "   Seq Log     " "Move X and Y to socket 2 place position"
"2020/07/30 16:52:06:273" "DEBUG  " "   Seq Log     " "XY socket place pos: -831.716, -676.891, XY AO: -8.44668e-2, -1.12629e-1, X pick offset: 0.0"
"2020/07/30 16:52:06:273" "DEBUG  " "   Seq Log     " "Final XYZ socket place pos to be moved --> x: -831.6315332, y: -677.003629, z: -11.65"
"2020/07/30 16:52:06:318" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.5221, y: -676.9316, z: -6.379, pitch: -62.1325"
"2020/07/30 16:52:06:318" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:52:06:318" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3882, pressure -90.8093508713035"
"2020/07/30 16:52:06:318" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3891, pressure -90.5957213049715"
"2020/07/30 16:52:06:318" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9903, pressure 1.2802514725181"
"2020/07/30 16:52:06:318" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9862, pressure 5.7832575457013e-1"
"2020/07/30 16:52:06:333" "DEBUG  " "   Seq Log     " "Move Z to socket 2 place position and pick head 1 down"
"2020/07/30 16:52:06:483" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6568, y: -677.0539, z: -10.786297, pitch: -62.1315"
"2020/07/30 16:52:06:993" "DEBUG  " "   Seq Log     " "Pick Head 1 purge"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 1 purge 7.09402752769555kPa"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "PickHead1_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "PickHead2_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "PickHead3_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "PickHead4_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "bHead1PurgeSwOn TRUE"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "bHead2PurgeSwOn TRUE"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "bHead3PurgeSwOn TRUE"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "bHead4PurgeSwOn TRUE"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "bHeadGotIC TRUE"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "bHeadGotIC TRUE"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:52:07:083" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick head 1 up"
"2020/07/30 16:52:07:293" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 1 purge 8.5131382183294kPa"
"2020/07/30 16:52:07:293" "DEBUG  " "   Seq Log     " "Pick Head 1 purge off"
"2020/07/30 16:52:07:293" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6312, y: -676.9908, z: -6.502339, pitch: -62.1325"
"2020/07/30 16:52:07:293" "DEBUG  " "   Seq Log     " "bHead1PurgeMonitor FALSE"
"2020/07/30 16:52:07:293" "DEBUG  " "   Seq Log     " "bHead2PurgeMonitor FALSE"
"2020/07/30 16:52:07:293" "DEBUG  " "   Seq Log     " "bHead3PurgeMonitor FALSE"
"2020/07/30 16:52:07:293" "DEBUG  " "   Seq Log     " "bHead4PurgeMonitor FALSE"
"2020/07/30 16:52:07:398" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 8540, pressure -19.975890377514"
"2020/07/30 16:52:07:398" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 4303, pressure -84.369945371868"
"2020/07/30 16:52:07:398" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9901, pressure 1.08188116092413"
"2020/07/30 16:52:07:398" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9855, pressure 4.10473952452151e-1"
"2020/07/30 16:52:07:398" "DEBUG  " "   Seq Log     " "Move Y to socket 2 standby position"
"2020/07/30 16:52:07:908" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6331, y: -293.9627, z: -6.379006, pitch: -62.13"
"2020/07/30 16:52:07:908" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:52:07:908" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:52:07:908" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:52:07:923" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:52:07:923" "DEBUG  " "   Seq Log     " "Place unit from standby to socket 2 done"
"2020/07/30 16:52:07:983" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.03.01,PNB.CELL.B04.HEAD.02,1,0,"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.03.01"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.03.01"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:52:07:983" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:52:08:073" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:52:08:088" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6315, y: -293.6224, z: -6.379, pitch: -62.13"
"2020/07/30 16:52:08:088" "DEBUG  " "   Seq Log     " "Move XY to buffer 1 place position"
"2020/07/30 16:52:08:088" "DEBUG  " "   Seq Log     " "XY tray place pos: -47.995, -264.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:52:08:088" "DEBUG  " "   Seq Log     " "Final XYZ tray place pos to be moved --> x: -47.995, y: -264.238, z: -16.078"
"2020/07/30 16:52:08:853" "DEBUG  " "   Seq Log     " "Reached pos --> x: -48.77056, y: -264.2295, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:52:08:853" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:52:08:853" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9804, pressure -5.35599841303764e-1"
"2020/07/30 16:52:08:853" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3896, pressure -90.9314249092074"
"2020/07/30 16:52:08:853" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9897, pressure 1.17343668935212"
"2020/07/30 16:52:08:853" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9854, pressure 4.56251716666145e-1"
"2020/07/30 16:52:08:883" "DEBUG  " "   Seq Log     " "Pick Head 2 down"
"2020/07/30 16:52:09:078" "DEBUG  " "   Seq Log     " "Reached pos --> x: -47.99261, y: -264.2486, z: -15.524717, pitch: -62.1325"
"2020/07/30 16:52:09:603" "DEBUG  " "   Seq Log     " "Unit Count : 17594.0"
"2020/07/30 16:52:09:603" "DEBUG  " "   Seq Log     " "Pick Head 2 purge"
"2020/07/30 16:52:09:678" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 2 purge 7.18558305612353kPa"
"2020/07/30 16:52:09:678" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:52:09:903" "DEBUG  " "   Seq Log     " "Reached pos --> x: -47.9959, y: -264.2303, z: -6.634747, pitch: -62.1325"
"2020/07/30 16:52:09:903" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 2 purge 8.25373088778343kPa"
"2020/07/30 16:52:09:903" "DEBUG  " "   Seq Log     " "Head 2 purge off"
"2020/07/30 16:52:10:008" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9799, pressure -3.37229529709788e-1"
"2020/07/30 16:52:10:008" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 8700, pressure -17.0766319772942"
"2020/07/30 16:52:10:008" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9895, pressure 9.44547868282143e-1"
"2020/07/30 16:52:10:008" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9849, pressure 3.03659169286163e-1"
